time_stamp,prefix,idx,code,x_type,family,subfamily,name_short,name,treatment,zone,pathology,level,sessions,time,price,price_vip,price_company,price_session,price_session_next,price_max
2019-04-22,104,6,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Todo Rostro - Manchas - Grado 3 - 1 sesion,QUICKLASER,Todo Rostro,Manchas,Grado 3,1 sesion,-1,6500.0,5000.0,6000,-1.0,1250,7500
2019-04-22,104,7,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Pomulos - Manchas - Grado 1 - 1 sesion,QUICKLASER,Pomulos,Manchas,Grado 1,1 sesion,-1,3500.0,2500.0,3600,-1.0,1000,4500
2019-04-22,104,8,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Pomulos - Manchas - Grado 2 - 1 sesion,QUICKLASER,Pomulos,Manchas,Grado 2,1 sesion,-1,4000.0,3000.0,4000,-1.0,1000,5000
2019-04-22,104,9,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Pomulos - Manchas - Grado 3 - 1 sesion,QUICKLASER,Pomulos,Manchas,Grado 3,1 sesion,-1,4500.0,3500.0,4400,-1.0,1000,5500
2019-04-22,104,10,,service,laser,quick,QuickLaser - Rejuvenecimiento,QUICKLASER - Cuello - Rejuvenecimiento - Grado 1 - 1 sesion,QUICKLASER,Cuello,Rejuvenecimiento,Grado 1,1 sesion,-1,3500.0,2500.0,3600,-1.0,1000,4500
2019-04-22,104,11,,service,laser,quick,QuickLaser - Rejuvenecimiento,QUICKLASER - Cuello - Rejuvenecimiento - Grado 2 - 1 sesion,QUICKLASER,Cuello,Rejuvenecimiento,Grado 2,1 sesion,-1,4000.0,3000.0,4000,-1.0,1000,5000
2019-04-22,104,12,,service,laser,quick,QuickLaser - Rejuvenecimiento,QUICKLASER - Cuello - Rejuvenecimiento - Grado 3 - 1 sesion,QUICKLASER,Cuello,Rejuvenecimiento,Grado 3,1 sesion,-1,4500.0,3500.0,4400,-1.0,1000,5500
2019-04-22,104,13,,service,laser,quick,QuickLaser - Rejuvenecimiento,QUICKLASER - Manos - Rejuvenecimiento - Grado 1 - 1 sesion,QUICKLASER,Manos,Rejuvenecimiento,Grado 1,1 sesion,-1,3500.0,2500.0,3600,-1.0,1000,4500
2019-04-22,104,14,,service,laser,quick,QuickLaser - Rejuvenecimiento,QUICKLASER - Manos - Rejuvenecimiento - Grado 2 - 1 sesion,QUICKLASER,Manos,Rejuvenecimiento,Grado 2,1 sesion,-1,4000.0,3000.0,4000,-1.0,1000,5000
2019-04-22,104,15,,service,laser,quick,QuickLaser - Rejuvenecimiento,QUICKLASER - Manos - Rejuvenecimiento - Grado 3 - 1 sesion,QUICKLASER,Manos,Rejuvenecimiento,Grado 3,1 sesion,-1,4500.0,3500.0,4400,-1.0,1000,5500
2019-04-22,104,16,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Localizado Rostro - Manchas - Grado 1 - 1 sesion,QUICKLASER,Localizado Rostro,Manchas,Grado 1,1 sesion,-1,1000.0,500.0,1200,-1.0,500,1500
2019-04-22,104,17,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Localizado Rostro - Manchas - Grado 2 - 1 sesion,QUICKLASER,Localizado Rostro,Manchas,Grado 2,1 sesion,-1,1500.0,1000.0,2400,-1.0,1000,3000
2019-04-22,104,18,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Localizado Rostro - Manchas - Grado 3 - 1 sesion,QUICKLASER,Localizado Rostro,Manchas,Grado 3,1 sesion,-1,2000.0,1500.0,3600,-1.0,1500,4500
2019-04-22,104,19,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Localizado Cuerpo - Manchas - Grado 1 - 1 sesion,QUICKLASER,Localizado Cuerpo,Manchas,Grado 1,1 sesion,-1,2000.0,1500.0,3600,-1.0,1500,4500
2019-04-22,104,20,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Localizado Cuerpo - Manchas - Grado 2 - 1 sesion,QUICKLASER,Localizado Cuerpo,Manchas,Grado 2,1 sesion,-1,2500.0,2000.0,4800,-1.0,2000,6000
2019-04-22,104,21,,service,laser,quick,QuickLaser - Manchas,QUICKLASER - Localizado Cuerpo - Manchas - Grado 3 - 1 sesion,QUICKLASER,Localizado Cuerpo,Manchas,Grado 3,1 sesion,-1,3000.0,2500.0,6000,-1.0,2500,7500
2019-04-22,104,22,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 1 sesion - 2 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,1 sesion,2 min,1000.0,500.0,400,0.0,-1,-1
2019-04-22,104,23,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 1 sesion - 5 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,1 sesion,5 min,2000.0,1000.0,800,0.0,-1,-1
2019-04-22,104,24,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 1 sesion - 15 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,1 sesion,15 min,3000.0,2000.0,1600,0.0,-1,-1
2019-04-22,104,25,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 1 sesion - 30 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,1 sesion,30 min,4500.0,3500.0,2800,0.0,-1,-1
2019-04-22,104,26,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 1 sesion - 2 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,1 sesion,2 min,1000.0,500.0,400,0.0,-1,-1
2019-04-22,104,27,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 1 sesion - 5 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,1 sesion,5 min,2000.0,1000.0,800,0.0,-1,-1
2019-04-22,104,28,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 1 sesion - 15 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,1 sesion,15 min,3000.0,2000.0,1600,0.0,-1,-1
2019-04-22,104,29,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 1 sesion - 30 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,1 sesion,30 min,4500.0,3500.0,2800,0.0,-1,-1
2019-04-22,104,30,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 5 sesiones - 2 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,5 sesiones,2 min,5000.0,2000.0,1600,400.0,-1,-1
2019-04-22,104,31,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 5 sesiones - 5 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,5 sesiones,5 min,10000.0,4000.0,3200,800.0,-1,-1
2019-04-22,104,32,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 5 sesiones - 15 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,5 sesiones,15 min,15000.0,7000.0,5600,1400.0,-1,-1
2019-04-22,104,33,,service,laser,quick,QuickLaser - Tatuaje,QUICKLASER - Localizado Rostro - Tatuaje - 5 sesiones - 30 min,QUICKLASER,Localizado Rostro,Tatuaje,-1,5 sesiones,30 min,22500.0,9000.0,7200,1800.0,-1,-1
2019-04-22,104,34,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 5 sesiones - 2 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,5 sesiones,2 min,5000.0,2000.0,1600,400.0,-1,-1
2019-04-22,104,35,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 5 sesiones - 5 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,5 sesiones,5 min,10000.0,4000.0,3200,800.0,-1,-1
2019-04-22,104,36,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 5 sesiones - 15 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,5 sesiones,15 min,15000.0,7000.0,5600,1400.0,-1,-1
2019-04-22,104,37,,service,laser,quick,QuickLaser - Lunares Congenitos,QUICKLASER - Localizado Rostro - Lunares Congenitos - 5 sesiones - 30 min,QUICKLASER,Localizado Rostro,Lunares Congenitos,-1,5 sesiones,30 min,22500.0,9000.0,7200,1800.0,-1,-1
2019-04-22,102,1,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Rostro - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Rostro,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,2,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Cuello - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Cuello,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,3,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Ariolas - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Ariolas,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,4,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Axilas - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Axilas,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,5,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pecho - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Pecho,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,6,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Abdomen - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Abdomen,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,7,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Brazos - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Brazos,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,8,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Espalda - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Espalda,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,9,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Gluteos - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Gluteos,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,10,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Hombros - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Hombros,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,11,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Manos - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Manos,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,12,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Piernas - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Piernas,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,13,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pies - Vitiligo - 1 sesion - 5 min,LASER EXCILITE,Pies,Vitiligo,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,14,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Rostro - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Rostro,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,15,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Cuello - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Cuello,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,16,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Ariolas - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Ariolas,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,17,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Axilas - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Axilas,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,18,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pecho - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Pecho,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,19,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Abdomen - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Abdomen,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,20,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Brazos - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Brazos,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,21,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Espalda - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Espalda,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,22,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Gluteos - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Gluteos,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,23,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Hombros - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Hombros,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,24,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Manos - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Manos,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,25,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Piernas - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Piernas,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,26,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pies - Vitiligo - 1 sesion - 15 min,LASER EXCILITE,Pies,Vitiligo,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,27,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Rostro - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Rostro,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,28,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Cuello - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Cuello,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,29,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Ariolas - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Ariolas,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,30,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Axilas - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Axilas,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,31,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pecho - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Pecho,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,32,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Abdomen - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Abdomen,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,33,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Brazos - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Brazos,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,34,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Espalda - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Espalda,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,35,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Gluteos - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Gluteos,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,36,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Hombros - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Hombros,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,37,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Manos - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Manos,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,38,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Piernas - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Piernas,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,39,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pies - Vitiligo - 1 sesion - 30 min,LASER EXCILITE,Pies,Vitiligo,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,40,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Rostro - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Rostro,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,41,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Cuello - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Cuello,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,42,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Ariolas - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Ariolas,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,43,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Axilas - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Axilas,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,44,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pecho - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Pecho,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,45,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Abdomen - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Abdomen,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,46,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Brazos - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Brazos,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,47,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Espalda - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Espalda,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,48,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Gluteos - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Gluteos,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,49,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Hombros - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Hombros,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,50,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Manos - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Manos,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,51,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Piernas - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Piernas,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,52,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pies - Psoriasis - 1 sesion - 5 min,LASER EXCILITE,Pies,Psoriasis,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,53,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Rostro - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Rostro,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,54,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Cuello - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Cuello,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,55,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Ariolas - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Ariolas,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,56,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Axilas - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Axilas,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,57,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pecho - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Pecho,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,58,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Abdomen - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Abdomen,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,59,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Brazos - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Brazos,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,60,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Espalda - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Espalda,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,61,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Gluteos - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Gluteos,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,62,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Hombros - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Hombros,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,63,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Manos - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Manos,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,64,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Piernas - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Piernas,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,65,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pies - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Pies,Psoriasis,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,66,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Rostro - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Rostro,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,67,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Cuello - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Cuello,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,68,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Ariolas - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Ariolas,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,69,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Axilas - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Axilas,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,70,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pecho - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Pecho,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,71,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Abdomen - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Abdomen,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,72,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Brazos - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Brazos,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,73,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Espalda - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Espalda,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,74,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Gluteos - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Gluteos,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,75,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Hombros - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Hombros,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,76,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Manos - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Manos,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
